Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
14/08/2020;Eswatini;3670;68;1991;1.85;54.25;43.90
14/08/2020;Syrie;1515;58;403;3.83;26.60;69.57
14/08/2020;El Salvador;22314;595;10455;2.67;46.85;50.48
14/08/2020;Sao Tomé-et-Principe;885;15;809;1.69;91.41;6.89
14/08/2020;Soudan du sud;2482;47;1175;1.89;47.34;50.77
14/08/2020;Suriname;2838;41;1894;1.44;66.74;31.82
14/08/2020;Somalie;3250;93;2268;2.86;69.78;27.35
14/08/2020;Sénégal;11872;249;7615;2.10;64.14;33.76
14/08/2020;Saint-Marin;699;42;657;6.01;93.99;0.00
14/08/2020;Sierra Leone;1947;69;1502;3.54;77.14;19.31
14/08/2020;Slovaquie;2801;31;1944;1.11;69.40;29.49
14/08/2020;Slovénie;2369;129;2027;5.45;85.56;8.99
14/08/2020;Singapour;55580;27;51049;0.05;91.85;8.10
14/08/2020;Suède;84294;5783;0;6.86;0.00;93.14
14/08/2020;Seychelles;127;0;126;0.00;99.21;0.79
14/08/2020;Soudan;12162;793;6325;6.52;52.01;41.47
14/08/2020;Arabie Saoudite;295902;3338;262959;1.13;88.87;10.01
14/08/2020;Rwanda;2293;8;1604;0.35;69.95;29.70
14/08/2020;Russie;910778;15467;721473;1.70;79.22;19.09
14/08/2020;Serbie;29233;665;0;2.27;0.00;97.73
14/08/2020;Roumanie;68046;2904;31920;4.27;46.91;48.82
14/08/2020;Réunion;776;5;657;0.64;84.66;14.69
14/08/2020;Qatar;114532;190;111258;0.17;97.14;2.69
14/08/2020;Paraguay;9022;108;5657;1.20;62.70;36.10
14/08/2020;Portugal;53783;1772;39374;3.29;73.21;23.50
14/08/2020;Palestine;15834;106;9382;0.67;59.25;40.08
14/08/2020;Pologne;55319;1858;38362;3.36;69.35;27.29
14/08/2020;Pakistan;287300;6153;265215;2.14;92.31;5.55
14/08/2020;Philippines;153660;2442;71405;1.59;46.47;51.94
14/08/2020;Papouasie-Nouvelle-Guinée;271;3;78;1.11;28.78;70.11
14/08/2020;Polynésie Française;166;0;64;0.00;38.55;61.45
14/08/2020;Pérou;516296;25856;354232;5.01;68.61;26.38
14/08/2020;Panama;79402;1734;52886;2.18;66.61;31.21
14/08/2020;Oman;82743;557;77427;0.67;93.58;5.75
14/08/2020;Nouvelle-Zélande;1609;22;1531;1.37;95.15;3.48
14/08/2020;Népal;25551;99;17077;0.39;66.83;32.78
14/08/2020;Norvège;9908;261;8857;2.63;89.39;7.97
14/08/2020;Pays-Bas;63127;6189;253;9.80;0.40;89.80
14/08/2020;Nicaragua;4115;128;2913;3.11;70.79;26.10
14/08/2020;Nigéria;48445;973;35998;2.01;74.31;23.68
14/08/2020;Niger;1161;69;1075;5.94;92.59;1.46
14/08/2020;Nouvelle-Calédonie;23;0;22;0.00;95.65;4.35
14/08/2020;Namibie;3726;31;848;0.83;22.76;76.41
14/08/2020;Mozambique;2708;19;1075;0.70;39.70;59.60
14/08/2020;Malaisie;9149;125;8828;1.37;96.49;2.14
14/08/2020;Mexique;511369;55908;410479;10.93;80.27;8.80
14/08/2020;Malawi;4988;156;2576;3.13;51.64;45.23
14/08/2020;Maldives;5572;22;3010;0.39;54.02;45.59
14/08/2020;Maurice;345;10;334;2.90;96.81;0.29
14/08/2020;Malte;1276;9;762;0.71;59.72;39.58
14/08/2020;Martinique;336;16;98;4.76;29.17;66.07
14/08/2020;Mauritanie;6676;157;5889;2.35;88.21;9.44
14/08/2020;Macao;46;0;46;0.00;100.00;0.00
14/08/2020;Mongolie;298;0;272;0.00;91.28;8.72
14/08/2020;Birmanie;374;6;322;1.60;86.10;12.30
14/08/2020;Mali;2597;125;1979;4.81;76.20;18.98
14/08/2020;Macédoine;12515;535;9030;4.27;72.15;23.57
14/08/2020;Madagascar;13643;164;12011;1.20;88.04;10.76
14/08/2020;Saint Martin;109;4;49;3.67;44.95;51.38
14/08/2020;Montenegro;3930;73;2752;1.86;70.03;28.12
14/08/2020;Moldavie;29483;884;20556;3.00;69.72;27.28
14/08/2020;Monaco;146;4;114;2.74;78.08;19.18
14/08/2020;Maroc;39241;611;27644;1.56;70.45;28.00
14/08/2020;Libye;7327;139;848;1.90;11.57;86.53
14/08/2020;Lettonie;1308;32;1078;2.45;82.42;15.14
14/08/2020;Luxembourg;7405;122;6500;1.65;87.78;10.57
14/08/2020;Lituanie;2352;81;1691;3.44;71.90;24.66
14/08/2020;Lesotho;884;25;271;2.83;30.66;66.52
14/08/2020;Libéria;1252;82;738;6.55;58.95;34.50
14/08/2020;Sri Lanka;2886;11;2658;0.38;92.10;7.52
14/08/2020;Liechtenstein;91;1;87;1.10;95.60;3.30
14/08/2020;Sainte-Lucie;25;0;25;0.00;100.00;0.00
14/08/2020;Liban;8045;94;2551;1.17;31.71;67.12
14/08/2020;Laos;22;0;19;0.00;86.36;13.64
14/08/2020;Kazakhstan;102287;1269;80716;1.24;78.91;19.85
14/08/2020;Koweït;75185;494;66740;0.66;88.77;10.58
14/08/2020;Corée du Sud;15039;305;13901;2.03;92.43;5.54
14/08/2020;Saint-Kitts-et-Nevis;17;0;17;0.00;100.00;0.00
14/08/2020;Comores;403;7;379;1.74;94.04;4.22
14/08/2020;Cambodge;273;0;225;0.00;82.42;17.58
14/08/2020;Kirghizistan;41373;1491;33592;3.60;81.19;15.20
14/08/2020;Kenya;29334;465;15298;1.59;52.15;46.26
14/08/2020;Japon;53818;1080;35498;2.01;65.96;32.03
14/08/2020;Jordanie;1329;11;1229;0.83;92.48;6.70
14/08/2020;Jamaïque;1082;14;761;1.29;70.33;28.37
14/08/2020;Islande;1983;10;1861;0.50;93.85;5.65
14/08/2020;Italie;252809;35234;203326;13.94;80.43;5.64
14/08/2020;Iran;338825;19331;293811;5.71;86.71;7.58
14/08/2020;Iraq;168290;5709;120129;3.39;71.38;25.23
14/08/2020;Inde;2525922;49036;1808936;1.94;71.61;26.44
14/08/2020;Israël;91080;665;66965;0.73;73.52;25.75
14/08/2020;Irlande;26995;1774;23364;6.57;86.55;6.88
14/08/2020;Indonésie;135123;6021;89618;4.46;66.32;29.22
14/08/2020;Hongrie;4853;607;3590;12.51;73.97;13.52
14/08/2020;Haïti;7810;192;5123;2.46;65.60;31.95
14/08/2020;Croatie;6258;163;5134;2.60;82.04;15.36
14/08/2020;Honduras;49467;1548;7128;3.13;14.41;82.46
14/08/2020;Hong-Kong;4360;67;3392;1.54;77.80;20.67
14/08/2020;Guyana;649;22;306;3.39;47.15;49.46
14/08/2020;Guinée-Bissau;2088;29;1015;1.39;48.61;50.00
14/08/2020;Guatemala;61428;2341;49355;3.81;80.35;15.84
14/08/2020;Guinée Équatoriale;4821;83;2182;1.72;45.26;53.02
14/08/2020;Grèce;6632;223;1347;3.36;20.31;76.33
14/08/2020;Guadeloupe;446;14;289;3.14;64.80;32.06
14/08/2020;Guinée;8260;50;7177;0.61;86.89;12.51
14/08/2020;Gambie;1623;50;304;3.08;18.73;78.19
14/08/2020;Gibraltar;206;0;188;0.00;91.26;8.74
14/08/2020;Ghana;41847;223;39718;0.53;94.91;4.55
14/08/2020;Guyane Française;8549;53;7841;0.62;91.72;7.66
14/08/2020;Géorgie;1306;17;1085;1.30;83.08;15.62
14/08/2020;Grenade;24;0;23;0.00;95.83;4.17
14/08/2020;Gabon;8225;51;6277;0.62;76.32;23.06
14/08/2020;Royaume-Uni;315415;46791;1293;14.83;0.41;84.76
14/08/2020;France;251955;30406;83848;12.07;33.28;54.65
14/08/2020;Îles Féroé;365;0;225;0.00;61.64;38.36
14/08/2020;Fidji;28;1;20;3.57;71.43;25.00
14/08/2020;Finlande;7700;333;7050;4.32;91.56;4.12
14/08/2020;Éthiopie;27242;492;11660;1.81;42.80;55.39
14/08/2020;Espagne;342813;28617;150376;8.35;43.87;47.79
14/08/2020;Érythrée;285;0;248;0.00;87.02;12.98
14/08/2020;Sahara Occidental;10;1;8;10.00;80.00;10.00
14/08/2020;Égypte;96220;5124;57858;5.33;60.13;34.54
14/08/2020;Estonie;2177;63;1976;2.89;90.77;6.34
14/08/2020;Équateur;99409;6030;79176;6.07;79.65;14.29
14/08/2020;Algérie;37664;1351;26308;3.59;69.85;26.56
14/08/2020;République Dominicaine;84488;1409;49539;1.67;58.63;39.70
14/08/2020;Dominique;18;0;18;0.00;100.00;0.00
14/08/2020;Danemark;15393;621;13230;4.03;85.95;10.02
14/08/2020;Djibouti;5367;59;5181;1.10;96.53;2.37
14/08/2020;Allemagne;223791;9230;200440;4.12;89.57;6.31
14/08/2020;République Tchèque;19693;394;13731;2.00;69.73;28.27
14/08/2020;Chypre;1318;20;870;1.52;66.01;32.47
14/08/2020;Cap-vert;3136;33;2254;1.05;71.88;27.07
14/08/2020;Cuba;3229;88;2547;2.73;78.88;18.40
14/08/2020;Colombie;445111;14492;261293;3.26;58.70;38.04
14/08/2020;Costa Rica;26931;281;8785;1.04;32.62;66.34
14/08/2020;Chine;84808;4634;79518;5.46;93.76;0.77
14/08/2020;Cameroun;18469;401;15320;2.17;82.95;14.88
14/08/2020;Chili;382111;10340;355037;2.71;92.91;4.38
14/08/2020;Côte d'Ivoire;16935;108;13721;0.64;81.02;18.34
14/08/2020;Suisse;37671;1991;32900;5.29;87.34;7.38
14/08/2020;Congo (Brazzaville);3745;60;1625;1.60;43.39;55.01
14/08/2020;République Centrafricaine;4652;61;1728;1.31;37.15;61.54
14/08/2020;Rép. Dém. du Congo;9605;238;8512;2.48;88.62;8.90
14/08/2020;Canada;123605;9068;109657;7.34;88.72;3.95
14/08/2020;Belize;356;3;32;0.84;8.99;90.17
14/08/2020;Bélarus;69308;603;66452;0.87;95.88;3.25
14/08/2020;Botswana;1214;3;120;0.25;9.88;89.87
14/08/2020;Bhoutan;133;0;102;0.00;76.69;23.31
14/08/2020;Bahamas;1119;17;138;1.52;12.33;86.15
14/08/2020;Brésil;3275520;106523;2616981;3.25;79.90;16.85
14/08/2020;Bolivie;97950;3939;34723;4.02;35.45;60.53
14/08/2020;Saint Barthélemy;13;0;9;0.00;69.23;30.77
14/08/2020;Brunéi Darussalam;142;3;138;2.11;97.18;0.70
14/08/2020;Bénin;2014;38;1681;1.89;83.47;14.65
14/08/2020;Burundi;412;1;315;0.24;76.46;23.30
14/08/2020;Bahreïn;46052;168;42469;0.36;92.22;7.42
14/08/2020;Bulgarie;14243;492;9114;3.45;63.99;32.56
14/08/2020;Burkina Faso;1238;54;1005;4.36;81.18;14.46
14/08/2020;Belgique;77113;9924;17941;12.87;23.27;63.86
14/08/2020;Bangladesh;271881;3591;156623;1.32;57.61;41.07
14/08/2020;Barbade;148;7;119;4.73;80.41;14.86
14/08/2020;Bosnie-Herzégovine;15535;469;9344;3.02;60.15;36.83
14/08/2020;Azerbaïdjan;34018;504;31490;1.48;92.57;5.95
14/08/2020;Australie;23035;379;13632;1.65;59.18;39.18
14/08/2020;Autriche;22876;725;20499;3.17;89.61;7.22
14/08/2020;Argentine;282437;5527;199005;1.96;70.46;27.58
14/08/2020;Angola;1852;86;584;4.64;31.53;63.82
14/08/2020;Arménie;41299;814;34164;1.97;82.72;15.31
14/08/2020;Albanie;7117;219;3695;3.08;51.92;45.00
14/08/2020;Afghanistan;37431;1363;26714;3.64;71.37;24.99
14/08/2020;Antigua-et-Barbuda;93;3;83;3.23;89.25;7.53
14/08/2020;Émirats Arabes Unis;63819;359;57473;0.56;90.06;9.38
14/08/2020;Andorre;989;53;863;5.36;87.26;7.38
13/08/2020;Andorre;981;53;858;5.40;87.46;7.14
13/08/2020;Émirats Arabes Unis;63489;358;57372;0.56;90.37;9.07
13/08/2020;Antigua-et-Barbuda;92;3;76;3.26;82.61;14.13
13/08/2020;Afghanistan;37424;1363;26714;3.64;71.38;24.98
13/08/2020;Albanie;6971;213;3616;3.06;51.87;45.07
13/08/2020;Arménie;41023;809;33897;1.97;82.63;15.40
13/08/2020;Angola;1815;80;577;4.41;31.79;63.80
13/08/2020;Argentine;276072;5362;192434;1.94;69.70;28.35
13/08/2020;Autriche;22594;725;20346;3.21;90.05;6.74
13/08/2020;Australie;22742;375;13001;1.65;57.17;41.18
13/08/2020;Azerbaïdjan;33915;500;31269;1.47;92.20;6.33
13/08/2020;Bosnie-Herzégovine;15184;458;9156;3.02;60.30;36.68
13/08/2020;Barbade;144;7;118;4.86;81.94;13.19
13/08/2020;Bangladesh;269115;3557;154871;1.32;57.55;41.13
13/08/2020;Belgique;76191;9916;17913;13.01;23.51;63.47
13/08/2020;Burkina Faso;1228;54;997;4.40;81.19;14.41
13/08/2020;Bulgarie;13893;482;8479;3.47;61.03;35.50
13/08/2020;Bahreïn;45726;167;42180;0.37;92.25;7.39
13/08/2020;Burundi;410;1;315;0.24;76.83;22.93
13/08/2020;Bénin;2014;38;1681;1.89;83.47;14.65
13/08/2020;Brunéi Darussalam;142;3;138;2.11;97.18;0.70
13/08/2020;Saint Barthélemy;13;0;8;0.00;61.54;38.46
13/08/2020;Bolivie;96459;3884;33720;4.03;34.96;61.02
13/08/2020;Brésil;3224876;105463;2521100;3.27;78.18;18.55
13/08/2020;Bahamas;1089;15;138;1.38;12.67;85.95
13/08/2020;Bhoutan;128;0;100;0.00;78.13;21.88
13/08/2020;Botswana;1214;3;120;0.25;9.88;89.87
13/08/2020;Bélarus;69203;599;66178;0.87;95.63;3.51
13/08/2020;Belize;296;2;32;0.68;10.81;88.51
13/08/2020;Canada;123180;9063;109260;7.36;88.70;3.94
13/08/2020;Rép. Dém. du Congo;9589;234;8480;2.44;88.43;9.13
13/08/2020;République Centrafricaine;4652;61;1728;1.31;37.15;61.54
13/08/2020;Congo (Brazzaville);3745;60;1625;1.60;43.39;55.01
13/08/2020;Suisse;37403;1991;32700;5.32;87.43;7.25
13/08/2020;Côte d'Ivoire;16889;107;13522;0.63;80.06;19.30
13/08/2020;Chili;380034;10299;353131;2.71;92.92;4.37
13/08/2020;Cameroun;18308;401;15320;2.19;83.68;14.13
13/08/2020;Chine;84786;4634;79463;5.47;93.72;0.81
13/08/2020;Costa Rica;26129;272;8412;1.04;32.19;66.76
13/08/2020;Colombie;433805;14145;250494;3.26;57.74;39.00
13/08/2020;Cuba;3174;89;2525;2.80;79.55;17.64
13/08/2020;Cap-vert;3073;33;2232;1.07;72.63;26.29
13/08/2020;Chypre;1305;20;870;1.53;66.67;31.80
13/08/2020;République Tchèque;19401;391;13574;2.02;69.97;28.02
13/08/2020;Allemagne;222281;9217;199654;4.15;89.82;6.03
13/08/2020;Djibouti;5358;59;5167;1.10;96.44;2.46
13/08/2020;Danemark;15228;621;13145;4.08;86.32;9.60
13/08/2020;Dominique;18;0;18;0.00;100.00;0.00
13/08/2020;République Dominicaine;83134;1393;47946;1.68;57.67;40.65
13/08/2020;Algérie;37187;1341;26004;3.61;69.93;26.47
13/08/2020;Équateur;98343;6010;78957;6.11;80.29;13.60
13/08/2020;Estonie;2174;63;1975;2.90;90.85;6.26
13/08/2020;Égypte;96108;5107;56890;5.31;59.19;35.49
13/08/2020;Sahara Occidental;10;1;8;10.00;80.00;10.00
13/08/2020;Érythrée;285;0;248;0.00;87.02;12.98
13/08/2020;Espagne;337334;28605;150376;8.48;44.58;46.94
13/08/2020;Éthiopie;26204;479;11428;1.83;43.61;54.56
13/08/2020;Finlande;7683;333;7050;4.33;91.76;3.90
13/08/2020;Fidji;28;1;20;3.57;71.43;25.00
13/08/2020;Îles Féroé;362;0;225;0.00;62.15;37.85
13/08/2020;France;249109;30371;83472;12.19;33.51;54.30
13/08/2020;Royaume-Uni;315395;46791;1291;14.84;0.41;84.75
13/08/2020;Gabon;8077;51;5920;0.63;73.29;26.07
13/08/2020;Grenade;24;0;23;0.00;95.83;4.17
13/08/2020;Géorgie;1283;17;1068;1.33;83.24;15.43
13/08/2020;Guyane Française;8471;51;7784;0.60;91.89;7.51
13/08/2020;Ghana;41725;223;39495;0.53;94.66;4.81
13/08/2020;Gibraltar;205;0;188;0.00;91.71;8.29
13/08/2020;Gambie;1556;43;267;2.76;17.16;80.08
13/08/2020;Guinée;8198;50;7120;0.61;86.85;12.54
13/08/2020;Guadeloupe;367;14;289;3.81;78.75;17.44
13/08/2020;Grèce;6381;221;1347;3.46;21.11;75.43
13/08/2020;Guinée Équatoriale;4821;83;2182;1.72;45.26;53.02
13/08/2020;Guatemala;60284;2296;48305;3.81;80.13;16.06
13/08/2020;Guinée-Bissau;2088;29;1015;1.39;48.61;50.00
13/08/2020;Guyana;631;22;202;3.49;32.01;64.50
13/08/2020;Hong-Kong;4312;66;3295;1.53;76.41;22.05
13/08/2020;Honduras;49042;1542;7032;3.14;14.34;82.52
13/08/2020;Croatie;6050;161;5078;2.66;83.93;13.40
13/08/2020;Haïti;7781;192;5123;2.47;65.84;31.69
13/08/2020;Hongrie;4813;607;3561;12.61;73.99;13.40
13/08/2020;Indonésie;132816;5968;87558;4.49;65.92;29.58
13/08/2020;Irlande;26929;1774;23364;6.59;86.76;6.65
13/08/2020;Israël;89822;651;64746;0.72;72.08;27.19
13/08/2020;Inde;2461190;48040;1751555;1.95;71.17;26.88
13/08/2020;Iraq;164277;5641;117208;3.43;71.35;25.22
13/08/2020;Iran;336324;19162;292058;5.70;86.84;7.46
13/08/2020;Italie;252235;35231;202923;13.97;80.45;5.58
13/08/2020;Islande;1976;10;1852;0.51;93.72;5.77
13/08/2020;Jamaïque;1071;14;754;1.31;70.40;28.29
13/08/2020;Jordanie;1320;11;1222;0.83;92.58;6.59
13/08/2020;Japon;52471;1073;36191;2.04;68.97;28.98
13/08/2020;Kenya;28754;460;15100;1.60;52.51;45.89
13/08/2020;Kirghizistan;41069;1487;33288;3.62;81.05;15.33
13/08/2020;Cambodge;273;0;225;0.00;82.42;17.58
13/08/2020;Comores;399;7;379;1.75;94.99;3.26
13/08/2020;Saint-Kitts-et-Nevis;17;0;17;0.00;100.00;0.00
13/08/2020;Corée du Sud;14873;305;13863;2.05;93.21;4.74
13/08/2020;Koweït;74486;489;66099;0.66;88.74;10.60
13/08/2020;Kazakhstan;101848;1269;76756;1.25;75.36;23.39
13/08/2020;Laos;20;0;19;0.00;95.00;5.00
13/08/2020;Liban;7711;92;2496;1.19;32.37;66.44
13/08/2020;Sainte-Lucie;25;0;25;0.00;100.00;0.00
13/08/2020;Liechtenstein;90;1;87;1.11;96.67;2.22
13/08/2020;Sri Lanka;2882;11;2646;0.38;91.81;7.81
13/08/2020;Libéria;1252;82;738;6.55;58.95;34.50
13/08/2020;Lesotho;884;25;271;2.83;30.66;66.52
13/08/2020;Lituanie;2330;81;1689;3.48;72.49;24.03
13/08/2020;Luxembourg;7368;122;6414;1.66;87.05;11.29
13/08/2020;Lettonie;1307;32;1078;2.45;82.48;15.07
13/08/2020;Libye;7050;135;816;1.91;11.57;86.51
13/08/2020;Maroc;37935;584;26687;1.54;70.35;28.11
13/08/2020;Monaco;144;4;114;2.78;79.17;18.06
13/08/2020;Moldavie;29087;878;20276;3.02;69.71;27.27
13/08/2020;Montenegro;3857;73;2680;1.89;69.48;28.62
13/08/2020;Saint Martin;92;4;45;4.35;48.91;46.74
13/08/2020;Madagascar;13522;162;11780;1.20;87.12;11.68
13/08/2020;Macédoine;12357;532;8662;4.31;70.10;25.60
13/08/2020;Mali;2597;125;1979;4.81;76.20;18.98
13/08/2020;Birmanie;369;6;321;1.63;86.99;11.38
13/08/2020;Mongolie;297;0;269;0.00;90.57;9.43
13/08/2020;Macao;46;0;46;0.00;100.00;0.00
13/08/2020;Mauritanie;6653;157;5843;2.36;87.83;9.82
13/08/2020;Martinique;336;16;98;4.76;29.17;66.07
13/08/2020;Malte;1245;9;708;0.72;56.87;42.41
13/08/2020;Maurice;344;10;334;2.91;97.09;0.00
13/08/2020;Maldives;5494;21;2920;0.38;53.15;46.47
13/08/2020;Malawi;4912;153;2550;3.11;51.91;44.97
13/08/2020;Mexique;505751;55293;406583;10.93;80.39;8.68
13/08/2020;Malaisie;9129;125;8821;1.37;96.63;2.00
13/08/2020;Mozambique;2638;19;1015;0.72;38.48;60.80
13/08/2020;Namibie;3544;27;848;0.76;23.93;75.31
13/08/2020;Nouvelle-Calédonie;23;0;22;0.00;95.65;4.35
13/08/2020;Niger;1161;69;1075;5.94;92.59;1.46
13/08/2020;Nigéria;48116;966;34309;2.01;71.30;26.69
13/08/2020;Nicaragua;4115;128;2913;3.11;70.79;26.10
13/08/2020;Pays-Bas;62406;6187;253;9.91;0.41;89.68
13/08/2020;Norvège;9851;257;8857;2.61;89.91;7.48
13/08/2020;Népal;24957;95;16837;0.38;67.46;32.16
13/08/2020;Nouvelle-Zélande;1602;22;1531;1.37;95.57;3.06
13/08/2020;Oman;82531;551;77278;0.67;93.64;5.70
13/08/2020;Panama;78446;1722;52210;2.20;66.56;31.25
13/08/2020;Pérou;498555;21713;341938;4.36;68.59;27.06
13/08/2020;Polynésie Française;139;0;64;0.00;46.04;53.96
13/08/2020;Papouasie-Nouvelle-Guinée;271;3;78;1.11;28.78;70.11
13/08/2020;Philippines;147526;2426;70387;1.64;47.71;50.64
13/08/2020;Pakistan;286674;6139;264060;2.14;92.11;5.75
13/08/2020;Pologne;54487;1844;37961;3.38;69.67;26.95
13/08/2020;Palestine;15491;106;9186;0.68;59.30;40.02
13/08/2020;Portugal;53548;1770;39177;3.31;73.16;23.53
13/08/2020;Paraguay;8389;97;5516;1.16;65.75;33.09
13/08/2020;Qatar;114281;190;110957;0.17;97.09;2.74
13/08/2020;Réunion;754;5;631;0.66;83.69;15.65
13/08/2020;Roumanie;66631;2860;31547;4.29;47.35;48.36
13/08/2020;Serbie;28998;661;0;2.28;0.00;97.72
13/08/2020;Russie;905762;15353;714934;1.70;78.93;19.37
13/08/2020;Rwanda;2200;8;1558;0.36;70.82;28.82
13/08/2020;Arabie Saoudite;294519;3303;260393;1.12;88.41;10.47
13/08/2020;Soudan;12115;792;6305;6.54;52.04;41.42
13/08/2020;Seychelles;127;0;126;0.00;99.21;0.79
13/08/2020;Suède;83852;5776;0;6.89;0.00;93.11
13/08/2020;Singapour;55497;27;50736;0.05;91.42;8.53
13/08/2020;Slovénie;2332;129;1960;5.53;84.05;10.42
13/08/2020;Slovaquie;2739;31;1939;1.13;70.79;28.08
13/08/2020;Sierra Leone;1940;69;1496;3.56;77.11;19.33
13/08/2020;Saint-Marin;699;42;657;6.01;93.99;0.00
13/08/2020;Sénégal;11740;244;7572;2.08;64.50;33.42
13/08/2020;Somalie;3227;93;1728;2.88;53.55;43.57
13/08/2020;Suriname;2761;40;1830;1.45;66.28;32.27
13/08/2020;Soudan du sud;2478;47;1175;1.90;47.42;50.69
13/08/2020;Sao Tomé-et-Principe;883;15;808;1.70;91.51;6.80
13/08/2020;El Salvador;21993;584;10254;2.66;46.62;50.72
13/08/2020;Syrie;1432;55;395;3.84;27.58;68.58
13/08/2020;Eswatini;3599;65;1991;1.81;55.32;42.87
13/08/2020;Tchad;949;76;860;8.01;90.62;1.37
13/08/2020;Togo;1104;26;791;2.36;71.65;26.00
13/08/2020;Thaïlande;3359;58;3169;1.73;94.34;3.93
13/08/2020;Tadjikistan;7950;63;6741;0.79;84.79;14.42
13/08/2020;Timor-Leste;25;0;24;0.00;96.00;4.00
13/08/2020;Tunisie;1847;53;1302;2.87;70.49;26.64
13/08/2020;Turquie;245635;5912;228057;2.41;92.84;4.75
13/08/2020;Trinité-et-Tobago;404;8;139;1.98;34.41;63.61
13/08/2020;Taïwan;481;7;450;1.46;93.56;4.99
13/08/2020;Tanzanie;509;21;183;4.13;35.95;59.92
13/08/2020;Ukraine;88136;2023;47678;2.30;54.10;43.61
13/08/2020;Ouganda;1353;11;1141;0.81;84.33;14.86
13/08/2020;États-Unis;5248958;167110;1774648;3.18;33.81;63.01
13/08/2020;Uruguay;1409;37;1180;2.63;83.75;13.63
13/08/2020;Ouzbékistan;33323;216;27213;0.65;81.66;17.69
13/08/2020;Vatican;12;0;12;0.00;100.00;0.00
13/08/2020;St-Vincent / Grenadines;57;0;55;0.00;96.49;3.51
13/08/2020;Venezuela;30369;259;21385;0.85;70.42;28.73
13/08/2020;Viet Nam;911;21;425;2.31;46.65;51.04
13/08/2020;Kosovo;10795;365;6411;3.38;59.39;37.23
13/08/2020;Yémen;1847;528;949;28.59;51.38;20.03
13/08/2020;Mayotte;3119;39;2940;1.25;94.26;4.49
13/08/2020;Afrique du Sud;572865;11270;437617;1.97;76.39;21.64
13/08/2020;Zambie;8663;246;7401;2.84;85.43;11.73
13/08/2020;Zimbabwe;4990;128;1927;2.57;38.62;58.82
13/08/2020;Autres;721;15;651;2.08;90.29;7.63
12/08/2020;Autres;721;15;651;2.08;90.29;7.63
12/08/2020;Zimbabwe;4893;122;1620;2.49;33.11;64.40
12/08/2020;Zambie;8501;246;7233;2.89;85.08;12.02
12/08/2020;Afrique du Sud;568919;11010;432029;1.94;75.94;22.13
12/08/2020;Mayotte;3091;39;2835;1.26;91.72;7.02
12/08/2020;Yémen;1841;528;937;28.68;50.90;20.42
12/08/2020;Kosovo;10419;341;6058;3.27;58.14;38.58
12/08/2020;Viet Nam;883;18;409;2.04;46.32;51.64
12/08/2020;Venezuela;29088;247;21042;0.85;72.34;26.81
12/08/2020;St-Vincent / Grenadines;57;0;52;0.00;91.23;8.77
12/08/2020;Vatican;12;0;12;0.00;100.00;0.00
12/08/2020;Ouzbékistan;32654;211;25659;0.65;78.58;20.78
12/08/2020;Uruguay;1393;37;1163;2.66;83.49;13.85
12/08/2020;États-Unis;5197411;166034;1753760;3.19;33.74;63.06
12/08/2020;Ouganda;1332;9;1139;0.68;85.51;13.81
12/08/2020;Ukraine;86504;1999;47084;2.31;54.43;43.26
12/08/2020;Tanzanie;509;21;183;4.13;35.95;59.92
12/08/2020;Taïwan;481;7;450;1.46;93.56;4.99
12/08/2020;Trinité-et-Tobago;326;8;139;2.45;42.64;54.91
12/08/2020;Turquie;244392;5891;227089;2.41;92.92;4.67
12/08/2020;Tunisie;1780;52;1278;2.92;71.80;25.28
12/08/2020;Timor-Leste;25;0;24;0.00;96.00;4.00
12/08/2020;Tadjikistan;7912;63;6696;0.80;84.63;14.57
12/08/2020;Togo;1092;26;782;2.38;71.61;26.01
12/08/2020;Thaïlande;3356;58;3169;1.73;94.43;3.84
12/08/2020;Tchad;949;76;859;8.01;90.52;1.48
12/08/2020;Eswatini;3525;63;1910;1.79;54.18;44.03
12/08/2020;Syrie;1327;53;385;3.99;29.01;66.99
12/08/2020;El Salvador;21644;577;10056;2.67;46.46;50.87
12/08/2020;Sao Tomé-et-Principe;882;15;807;1.70;91.50;6.80
12/08/2020;Soudan du sud;2477;47;1175;1.90;47.44;50.67
12/08/2020;Suriname;2653;39;1789;1.47;67.43;31.10
12/08/2020;Somalie;3227;93;1728;2.88;53.55;43.57
12/08/2020;Sénégal;11587;242;7523;2.09;64.93;32.99
12/08/2020;Saint-Marin;699;42;657;6.01;93.99;0.00
12/08/2020;Sierra Leone;1937;69;1483;3.56;76.56;19.88
12/08/2020;Slovaquie;2690;31;1884;1.15;70.04;28.81
12/08/2020;Slovénie;2303;129;1960;5.60;85.11;9.29
12/08/2020;Singapour;55395;27;50520;0.05;91.20;8.75
12/08/2020;Suède;83455;5774;0;6.92;0.00;93.08
12/08/2020;Seychelles;127;0;126;0.00;99.21;0.79
12/08/2020;Soudan;12033;786;6282;6.53;52.21;41.26
12/08/2020;Arabie Saoudite;293037;3269;257269;1.12;87.79;11.09
12/08/2020;Rwanda;2189;8;1524;0.37;69.62;30.01
12/08/2020;Russie;900745;15231;708900;1.69;78.70;19.61
12/08/2020;Serbie;28751;658;0;2.29;0.00;97.71
12/08/2020;Roumanie;65177;2807;31048;4.31;47.64;48.06
12/08/2020;Réunion;734;5;631;0.68;85.97;13.35
