Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
06/06/2020;Iraq;11098;318;4904;2.87;44.19;52.95
06/06/2020;Islande;1806;10;1794;0.55;99.34;0.11
06/06/2020;Iran;169425;8209;132038;4.85;77.93;17.22
06/06/2020;Italie;234801;33846;165078;14.41;70.31;15.28
06/06/2020;Jamaïque;596;10;404;1.68;67.79;30.54
06/06/2020;Jordanie;795;9;586;1.13;73.71;25.16
06/06/2020;Japon;17000;915;14927;5.38;87.81;6.81
06/06/2020;Kenya;2600;83;706;3.19;27.15;69.65
06/06/2020;Kirghizistan;1974;22;1360;1.11;68.90;29.99
06/06/2020;Cambodge;125;0;123;0.00;98.40;1.60
06/06/2020;Comores;141;2;67;1.42;47.52;51.06
06/06/2020;Saint-Kitts-et-Nevis;15;0;15;0.00;100.00;0.00
06/06/2020;Corée du Sud;11776;273;10552;2.32;89.61;8.08
06/06/2020;Kazakhstan;12511;53;7135;0.42;57.03;42.55
06/06/2020;Koweït;31131;254;19282;0.82;61.94;37.25
06/06/2020;Laos;19;0;18;0.00;94.74;5.26
06/06/2020;Liban;1320;29;768;2.20;58.18;39.62
06/06/2020;Sainte-Lucie;19;0;18;0.00;94.74;5.26
06/06/2020;Liechtenstein;82;1;55;1.22;67.07;31.71
06/06/2020;Sri Lanka;1814;11;891;0.61;49.12;50.28
06/06/2020;Libéria;345;30;185;8.70;53.62;37.68
06/06/2020;Lesotho;4;0;2;0.00;50.00;50.00
06/06/2020;Lituanie;1705;71;1321;4.16;77.48;18.36
06/06/2020;Lettonie;1086;25;781;2.30;71.92;25.78
06/06/2020;Luxembourg;4035;110;3888;2.73;96.36;0.92
06/06/2020;Libye;256;5;52;1.95;20.31;77.73
06/06/2020;Maroc;8151;208;7315;2.55;89.74;7.70
06/06/2020;Monaco;99;4;93;4.04;93.94;2.02
06/06/2020;Moldavie;9511;331;5450;3.48;57.30;39.22
06/06/2020;Saint Martin;41;3;33;7.32;80.49;12.20
06/06/2020;Montenegro;324;9;315;2.78;97.22;0.00
06/06/2020;Madagascar;1026;8;212;0.78;20.66;78.56
06/06/2020;Macédoine;2915;151;1640;5.18;56.26;38.56
06/06/2020;Mali;1523;90;845;5.91;55.48;38.61
06/06/2020;Birmanie;240;6;156;2.50;65.00;32.50
06/06/2020;Mongolie;193;0;75;0.00;38.86;61.14
06/06/2020;Macao;45;0;45;0.00;100.00;0.00
06/06/2020;Martinique;202;14;98;6.93;48.51;44.55
06/06/2020;Mauritanie;947;49;104;5.17;10.98;83.84
06/06/2020;Malte;627;9;596;1.44;95.06;3.51
06/06/2020;Maldives;1901;8;763;0.42;40.14;59.44
06/06/2020;Maurice;337;10;324;2.97;96.14;0.89
06/06/2020;Malawi;409;4;55;0.98;13.45;85.57
06/06/2020;Malaisie;8303;117;6635;1.41;79.91;18.68
06/06/2020;Mexique;113619;13511;80830;11.89;71.14;16.97
06/06/2020;Mozambique;409;2;126;0.49;30.81;68.70
06/06/2020;Namibie;29;0;16;0.00;55.17;44.83
06/06/2020;Nouvelle-Calédonie;20;0;18;0.00;90.00;10.00
06/06/2020;Niger;970;65;867;6.70;89.38;3.92
06/06/2020;Nigéria;12233;342;3826;2.80;31.28;65.93
06/06/2020;Nicaragua;1118;46;370;4.11;33.09;62.79
06/06/2020;Pays-Bas;47541;6030;181;12.68;0.38;86.94
06/06/2020;Norvège;8531;238;8138;2.79;95.39;1.82
06/06/2020;Népal;3235;13;365;0.40;11.28;88.32
06/06/2020;Nouvelle-Zélande;1504;22;1481;1.46;98.47;0.07
06/06/2020;Oman;16016;72;3451;0.45;21.55;78.00
06/06/2020;Panama;16004;386;10118;2.41;63.22;34.37
06/06/2020;Pérou;191758;5301;82731;2.76;43.14;54.09
06/06/2020;Polynésie Française;60;0;60;0.00;100.00;0.00
06/06/2020;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
06/06/2020;Philippines;21340;994;4441;4.66;20.81;74.53
06/06/2020;Pakistan;93983;1935;32581;2.06;34.67;63.27
06/06/2020;Pologne;25986;1153;12641;4.44;48.65;46.92
06/06/2020;Palestine;464;3;400;0.65;86.21;13.15
06/06/2020;Portugal;34351;1474;20807;4.29;60.57;35.14
06/06/2020;Qatar;67195;51;42527;0.08;63.29;36.64
06/06/2020;Paraguay;1090;11;532;1.01;48.81;50.18
06/06/2020;Réunion;480;1;411;0.21;85.63;14.17
06/06/2020;Roumanie;20290;1322;14419;6.52;71.06;22.42
06/06/2020;Serbie;11741;248;11056;2.11;94.17;3.72
06/06/2020;Russie;458102;5717;220935;1.25;48.23;50.52
06/06/2020;Rwanda;431;2;283;0.46;65.66;33.87
06/06/2020;Seychelles;11;0;11;0.00;100.00;0.00
06/06/2020;Arabie Saoudite;98869;676;71791;0.68;72.61;26.70
06/06/2020;Soudan;6081;359;2014;5.90;33.12;60.98
06/06/2020;Suède;43887;4656;0;10.61;0.00;89.39
06/06/2020;Singapour;37527;25;24559;0.07;65.44;34.49
06/06/2020;Slovénie;1484;109;1359;7.35;91.58;1.08
06/06/2020;Slovaquie;1528;28;1379;1.83;90.25;7.92
06/06/2020;Sierra Leone;946;48;600;5.07;63.42;31.50
06/06/2020;Saint-Marin;680;42;428;6.18;62.94;30.88
06/06/2020;Sénégal;4249;47;2512;1.11;59.12;39.77
06/06/2020;Somalie;2289;82;431;3.58;18.83;77.59
06/06/2020;Soudan du sud;994;10;6;1.01;0.60;98.39
06/06/2020;Suriname;100;1;9;1.00;9.00;90.00
06/06/2020;Sao Tomé-et-Principe;499;12;68;2.40;13.63;83.97
06/06/2020;El Salvador;2934;53;1281;1.81;43.66;54.53
06/06/2020;Syrie;125;6;58;4.80;46.40;48.80
06/06/2020;Eswatini;322;3;224;0.93;69.57;29.50
06/06/2020;Tchad;836;69;672;8.25;80.38;11.36
06/06/2020;Togo;487;13;240;2.67;49.28;48.05
06/06/2020;Thaïlande;3104;58;2971;1.87;95.72;2.42
06/06/2020;Timor-Leste;24;0;24;0.00;100.00;0.00
06/06/2020;Tadjikistan;4453;48;2583;1.08;58.01;40.92
06/06/2020;Tunisie;1087;49;977;4.51;89.88;5.61
06/06/2020;Turquie;169218;4669;135322;2.76;79.97;17.27
06/06/2020;Trinité-et-Tobago;117;8;108;6.84;92.31;0.85
06/06/2020;Taïwan;443;7;429;1.58;96.84;1.58
06/06/2020;Tanzanie;509;21;183;4.13;35.95;59.92
06/06/2020;Ukraine;27101;785;12265;2.90;45.26;51.85
06/06/2020;Ouganda;593;0;82;0.00;13.83;86.17
06/06/2020;États-Unis;1925765;110083;500849;5.72;26.01;68.28
06/06/2020;Uruguay;845;23;726;2.72;85.92;11.36
06/06/2020;Vatican;12;0;12;0.00;100.00;0.00
06/06/2020;Ouzbékistan;4094;17;3268;0.42;79.82;19.76
06/06/2020;St-Vincent / Grenadines;26;0;15;0.00;57.69;42.31
06/06/2020;Venezuela;2316;22;385;0.95;16.62;82.43
06/06/2020;Kosovo;1142;30;871;2.63;76.27;21.10
06/06/2020;Viet Nam;329;0;307;0.00;93.31;6.69
06/06/2020;Yémen;482;111;23;23.03;4.77;72.20
06/06/2020;Mayotte;2079;25;1523;1.20;73.26;25.54
06/06/2020;Afrique du Sud;45973;952;24258;2.07;52.77;45.16
06/06/2020;Zambie;1089;7;912;0.64;83.75;15.61
06/06/2020;Zimbabwe;279;4;33;1.43;11.83;86.74
06/06/2020;Autres;721;15;651;2.08;90.29;7.63
05/06/2020;Autres;721;15;651;2.08;90.29;7.63
05/06/2020;Zimbabwe;265;4;33;1.51;12.45;86.04
05/06/2020;Zambie;1089;7;912;0.64;83.75;15.61
05/06/2020;Afrique du Sud;43434;908;23088;2.09;53.16;44.75
05/06/2020;Mayotte;2079;25;1523;1.20;73.26;25.54
05/06/2020;Yémen;469;111;23;23.67;4.90;71.43
05/06/2020;Viet Nam;328;0;307;0.00;93.60;6.40
05/06/2020;Kosovo;1142;30;871;2.63;76.27;21.10
05/06/2020;Venezuela;2145;20;334;0.93;15.57;83.50
05/06/2020;St-Vincent / Grenadines;26;0;15;0.00;57.69;42.31
05/06/2020;Ouzbékistan;4007;16;3247;0.40;81.03;18.57
05/06/2020;Vatican;12;0;2;0.00;16.67;83.33
05/06/2020;Uruguay;834;23;721;2.76;86.45;10.79
05/06/2020;États-Unis;1902632;109373;491706;5.75;25.84;68.41
05/06/2020;Ouganda;557;0;82;0.00;14.72;85.28
05/06/2020;Ukraine;26542;770;11815;2.90;44.51;52.58
05/06/2020;Tanzanie;509;21;183;4.13;35.95;59.92
05/06/2020;Taïwan;443;7;429;1.58;96.84;1.58
05/06/2020;Trinité-et-Tobago;117;8;108;6.84;92.31;0.85
05/06/2020;Turquie;168340;4648;133400;2.76;79.24;17.99
05/06/2020;Tunisie;1087;49;969;4.51;89.14;6.35
05/06/2020;Tadjikistan;4370;48;2491;1.10;57.00;41.90
05/06/2020;Timor-Leste;24;0;24;0.00;100.00;0.00
05/06/2020;Thaïlande;3102;58;2971;1.87;95.78;2.35
05/06/2020;Togo;485;13;240;2.68;49.48;47.84
05/06/2020;Tchad;836;68;657;8.13;78.59;13.28
05/06/2020;Eswatini;305;3;221;0.98;72.46;26.56
05/06/2020;Syrie;124;6;53;4.84;42.74;52.42
05/06/2020;El Salvador;2849;53;1249;1.86;43.84;54.30
05/06/2020;Sao Tomé-et-Principe;499;12;68;2.40;13.63;83.97
05/06/2020;Suriname;90;1;9;1.11;10.00;88.89
05/06/2020;Soudan du sud;994;10;6;1.01;0.60;98.39
05/06/2020;Somalie;2204;79;418;3.58;18.97;77.45
05/06/2020;Sénégal;4155;45;2276;1.08;54.78;44.14
05/06/2020;Saint-Marin;680;42;428;6.18;62.94;30.88
05/06/2020;Sierra Leone;929;47;580;5.06;62.43;32.51
05/06/2020;Slovaquie;1526;28;1379;1.83;90.37;7.80
05/06/2020;Slovénie;1479;109;1359;7.37;91.89;0.74
05/06/2020;Singapour;37183;24;24209;0.06;65.11;34.83
05/06/2020;Suède;42939;4639;0;10.80;0.00;89.20
05/06/2020;Soudan;5865;347;1924;5.92;32.80;61.28
05/06/2020;Arabie Saoudite;95748;642;70616;0.67;73.75;25.58
05/06/2020;Seychelles;11;0;11;0.00;100.00;0.00
05/06/2020;Rwanda;420;2;282;0.48;67.14;32.38
05/06/2020;Russie;449256;5520;212237;1.23;47.24;51.53
05/06/2020;Serbie;11667;247;6931;2.12;59.41;38.48
05/06/2020;Roumanie;20103;1316;14145;6.55;70.36;23.09
05/06/2020;Réunion;480;1;411;0.21;85.63;14.17
05/06/2020;Paraguay;1087;11;516;1.01;47.47;51.52
05/06/2020;Qatar;65495;49;40935;0.07;62.50;37.42
05/06/2020;Portugal;33969;1465;20526;4.31;60.43;35.26
05/06/2020;Palestine;464;3;377;0.65;81.25;18.10
05/06/2020;Pologne;25410;1137;12410;4.47;48.84;46.69
05/06/2020;Pakistan;89249;1838;31198;2.06;34.96;62.98
05/06/2020;Philippines;20626;987;4330;4.79;20.99;74.22
05/06/2020;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
05/06/2020;Polynésie Française;60;0;60;0.00;100.00;0.00
05/06/2020;Pérou;187400;5162;79214;2.75;42.27;54.98
05/06/2020;Panama;15463;370;9719;2.39;62.85;34.75
05/06/2020;Oman;15086;72;3451;0.48;22.88;76.65
05/06/2020;Nouvelle-Zélande;1504;22;1481;1.46;98.47;0.07
05/06/2020;Népal;2912;11;333;0.38;11.44;88.19
05/06/2020;Norvège;8522;238;8138;2.79;95.49;1.71
05/06/2020;Pays-Bas;47358;6024;181;12.72;0.38;86.90
05/06/2020;Nicaragua;1118;46;370;4.11;33.09;62.79
05/06/2020;Nigéria;11844;333;3696;2.81;31.21;65.98
05/06/2020;Niger;966;65;863;6.73;89.34;3.93
05/06/2020;Nouvelle-Calédonie;20;0;18;0.00;90.00;10.00
05/06/2020;Namibie;25;0;16;0.00;64.00;36.00
05/06/2020;Mozambique;354;2;119;0.56;33.62;65.82
05/06/2020;Mexique;110026;13170;77841;11.97;70.75;17.28
05/06/2020;Malaisie;8266;116;6610;1.40;79.97;18.63
05/06/2020;Malawi;409;4;55;0.98;13.45;85.57
05/06/2020;Maurice;337;10;324;2.97;96.14;0.89
05/06/2020;Maldives;1883;7;717;0.37;38.08;61.55
05/06/2020;Malte;625;9;583;1.44;93.28;5.28
05/06/2020;Mauritanie;883;43;69;4.87;7.81;87.32
05/06/2020;Martinique;202;14;98;6.93;48.51;44.55
05/06/2020;Macao;45;0;45;0.00;100.00;0.00
05/06/2020;Mongolie;191;0;70;0.00;36.65;63.35
05/06/2020;Birmanie;236;6;151;2.54;63.98;33.47
05/06/2020;Mali;1485;87;816;5.86;54.95;39.19
05/06/2020;Macédoine;2790;149;1632;5.34;58.49;36.16
05/06/2020;Madagascar;975;7;201;0.72;20.62;78.67
05/06/2020;Montenegro;324;9;315;2.78;97.22;0.00
05/06/2020;Saint Martin;41;3;33;7.32;80.49;12.20
05/06/2020;Moldavie;9247;323;5240;3.49;56.67;39.84
05/06/2020;Monaco;99;4;93;4.04;93.94;2.02
05/06/2020;Maroc;8071;208;7268;2.58;90.05;7.37
05/06/2020;Libye;239;5;52;2.09;21.76;76.15
05/06/2020;Luxembourg;4032;110;3885;2.73;96.35;0.92
05/06/2020;Lettonie;1085;25;781;2.30;71.98;25.71
05/06/2020;Lituanie;1694;71;1302;4.19;76.86;18.95
05/06/2020;Lesotho;4;0;2;0.00;50.00;50.00
05/06/2020;Libéria;334;30;176;8.98;52.69;38.32
05/06/2020;Sri Lanka;1801;11;858;0.61;47.64;51.75
05/06/2020;Liechtenstein;82;1;55;1.22;67.07;31.71
05/06/2020;Sainte-Lucie;19;0;18;0.00;94.74;5.26
05/06/2020;Liban;1312;28;768;2.13;58.54;39.33
05/06/2020;Laos;19;0;18;0.00;94.74;5.26
05/06/2020;Koweït;30644;244;18277;0.80;59.64;39.56
05/06/2020;Kazakhstan;12312;52;6903;0.42;56.07;43.51
05/06/2020;Corée du Sud;11719;273;10531;2.33;89.86;7.81
05/06/2020;Saint-Kitts-et-Nevis;15;0;15;0.00;100.00;0.00
05/06/2020;Comores;132;2;55;1.52;41.67;56.82
05/06/2020;Cambodge;125;0;123;0.00;98.40;1.60
05/06/2020;Kirghizistan;1936;22;1340;1.14;69.21;29.65
05/06/2020;Kenya;2474;79;643;3.19;25.99;70.82
05/06/2020;Japon;16958;916;14925;5.40;88.01;6.59
05/06/2020;Jordanie;784;9;571;1.15;72.83;26.02
05/06/2020;Jamaïque;595;10;385;1.68;64.71;33.61
05/06/2020;Italie;234531;33774;163781;14.40;69.83;15.77
05/06/2020;Iran;167156;8134;129741;4.87;77.62;17.52
05/06/2020;Islande;1806;10;1794;0.55;99.34;0.11
05/06/2020;Iraq;9846;285;4573;2.89;46.45;50.66
05/06/2020;Inde;236184;6649;113233;2.82;47.94;49.24
05/06/2020;Israël;17562;291;15026;1.66;85.56;12.78
05/06/2020;Indonésie;29521;1770;9443;6.00;31.99;62.02
05/06/2020;Irlande;25163;1670;22698;6.64;90.20;3.16
05/06/2020;Hongrie;3970;542;2245;13.65;56.55;29.80
05/06/2020;Haïti;2740;50;24;1.82;0.88;97.30
05/06/2020;Croatie;2247;103;2113;4.58;94.04;1.38
05/06/2020;Honduras;5971;248;677;4.15;11.34;84.51
05/06/2020;Hong-Kong;1102;4;1045;0.36;94.83;4.81
05/06/2020;Guinée-Bissau;1368;12;153;0.88;11.18;87.94
05/06/2020;Guyana;153;12;77;7.84;50.33;41.83
05/06/2020;Guatemala;6485;216;1053;3.33;16.24;80.43
05/06/2020;Grèce;2967;180;1374;6.07;46.31;47.62
05/06/2020;Guadeloupe;164;14;144;8.54;87.80;3.66
05/06/2020;Guinée Équatoriale;1306;12;200;0.92;15.31;83.77
05/06/2020;Guinée;4060;23;2667;0.57;65.69;33.74
05/06/2020;Gibraltar;174;0;153;0.00;87.93;12.07
05/06/2020;Gambie;26;1;21;3.85;80.77;15.38
05/06/2020;Ghana;9168;42;3457;0.46;37.71;61.83
05/06/2020;Géorgie;805;13;650;1.61;80.75;17.64
05/06/2020;Guyane Française;589;1;321;0.17;54.50;45.33
05/06/2020;Grenade;23;0;22;0.00;95.65;4.35
05/06/2020;Royaume-Uni;284560;40344;1075;14.18;0.38;85.44
05/06/2020;France;190460;29111;70504;15.28;37.02;47.70
05/06/2020;Gabon;3101;21;833;0.68;26.86;72.46
05/06/2020;Îles Féroé;187;0;187;0.00;100.00;0.00
05/06/2020;Fidji;18;0;18;0.00;100.00;0.00
05/06/2020;Finlande;6941;322;5800;4.64;83.56;11.80
05/06/2020;Espagne;240978;27134;150376;11.26;62.40;26.34
05/06/2020;Éthiopie;1805;19;262;1.05;14.52;84.43
05/06/2020;Érythrée;39;0;39;0.00;100.00;0.00
05/06/2020;Sahara Occidental;9;1;6;11.11;66.67;22.22
05/06/2020;Égypte;31115;1166;8158;3.75;26.22;70.03
05/06/2020;Estonie;1910;69;1667;3.61;87.28;9.11
05/06/2020;Équateur;41575;3534;20568;8.50;49.47;42.03
05/06/2020;Algérie;9935;690;6453;6.95;64.95;28.10
05/06/2020;République Dominicaine;18708;525;11736;2.81;62.73;34.46
05/06/2020;Dominique;18;0;16;0.00;88.89;11.11
05/06/2020;Danemark;11888;586;10666;4.93;89.72;5.35
05/06/2020;Djibouti;4123;26;1707;0.63;41.40;57.97
05/06/2020;Allemagne;184924;8658;168480;4.68;91.11;4.21
05/06/2020;République Tchèque;9529;327;6881;3.43;72.21;24.36
05/06/2020;Cap-vert;536;5;239;0.93;44.59;54.48
05/06/2020;Chypre;960;17;807;1.77;84.06;14.17
05/06/2020;Cuba;2133;83;1848;3.89;86.64;9.47
05/06/2020;Costa Rica;1228;10;695;0.81;56.60;42.59
05/06/2020;Colombie;36759;1204;13670;3.28;37.19;59.54
05/06/2020;Chine;83030;4634;78330;5.58;94.34;0.08
05/06/2020;Cameroun;7392;205;4575;2.77;61.89;35.34
05/06/2020;Chili;122499;1448;99358;1.18;81.11;17.71
05/06/2020;Côte d'Ivoire;3431;36;1604;1.05;46.75;52.20
05/06/2020;Suisse;30936;1921;28600;6.21;92.45;1.34
05/06/2020;Congo (Brazzaville);635;20;182;3.15;28.66;68.19
05/06/2020;République Centrafricaine;1451;4;29;0.28;2.00;97.73
05/06/2020;Rép. Dém. du Congo;3764;81;512;2.15;13.60;84.25
05/06/2020;Canada;95947;7778;53074;8.11;55.32;36.58
05/06/2020;Belize;19;2;16;10.53;84.21;5.26
05/06/2020;Botswana;40;1;23;2.50;57.50;40.00
05/06/2020;Bélarus;46868;259;22066;0.55;47.08;52.37
05/06/2020;Bhoutan;48;0;11;0.00;22.92;77.08
05/06/2020;Brésil;645438;35033;254963;5.43;39.50;55.07
05/06/2020;Bahamas;102;11;55;10.78;53.92;35.29
05/06/2020;Bolivie;12728;427;1739;3.35;13.66;82.98
05/06/2020;Saint Barthélemy;6;0;6;0.00;100.00;0.00
05/06/2020;Brunéi Darussalam;141;2;138;1.42;97.87;0.71
05/06/2020;Bénin;261;3;151;1.15;57.85;41.00
05/06/2020;Burundi;63;1;33;1.59;52.38;46.03
05/06/2020;Bulgarie;2627;159;1390;6.05;52.91;41.04
05/06/2020;Bahreïn;13835;22;8585;0.16;62.05;37.79
05/06/2020;Burkina Faso;888;53;760;5.97;85.59;8.45
05/06/2020;Belgique;58907;9566;16112;16.24;27.35;56.41
05/06/2020;Barbade;92;7;81;7.61;88.04;4.35
05/06/2020;Bangladesh;60391;811;12804;1.34;21.20;77.46
05/06/2020;Bosnie-Herzégovine;2606;159;1968;6.10;75.52;18.38
05/06/2020;Azerbaïdjan;6860;82;3871;1.20;56.43;42.38
05/06/2020;Australie;7252;102;6688;1.41;92.22;6.37
05/06/2020;Autriche;16843;672;15742;3.99;93.46;2.55
05/06/2020;Argentine;21037;632;6088;3.00;28.94;68.06
05/06/2020;Angola;86;4;21;4.65;24.42;70.93
05/06/2020;Arménie;11817;183;3513;1.55;29.73;68.72
05/06/2020;Albanie;1212;33;910;2.72;75.08;22.19
05/06/2020;Antigua-et-Barbuda;26;3;20;11.54;76.92;11.54
05/06/2020;Émirats Arabes Unis;37642;274;20337;0.73;54.03;45.24
05/06/2020;Afghanistan;18969;309;1762;1.63;9.29;89.08
05/06/2020;Andorre;852;51;741;5.99;86.97;7.04
04/06/2020;Andorre;852;51;738;5.99;86.62;7.39
04/06/2020;Afghanistan;18054;300;1585;1.66;8.78;89.56
04/06/2020;Émirats Arabes Unis;37018;273;19572;0.74;52.87;46.39
04/06/2020;Antigua-et-Barbuda;26;3;20;11.54;76.92;11.54
04/06/2020;Albanie;1197;33;898;2.76;75.02;22.22
04/06/2020;Arménie;11221;176;3468;1.57;30.91;67.53
04/06/2020;Angola;86;4;18;4.65;20.93;74.42
04/06/2020;Argentine;20197;608;5993;3.01;29.67;67.32
04/06/2020;Autriche;16805;670;15717;3.99;93.53;2.49
04/06/2020;Australie;7247;102;6683;1.41;92.22;6.38
04/06/2020;Azerbaïdjan;6522;78;3737;1.20;57.30;41.51
04/06/2020;Bosnie-Herzégovine;2594;159;1951;6.13;75.21;18.66
04/06/2020;Bangladesh;57563;781;12161;1.36;21.13;77.52
04/06/2020;Barbade;92;7;81;7.61;88.04;4.35
04/06/2020;Belgique;58767;9548;16048;16.25;27.31;56.44
04/06/2020;Burkina Faso;885;53;760;5.99;85.88;8.14
04/06/2020;Bahreïn;13296;21;7728;0.16;58.12;41.72
04/06/2020;Bulgarie;2585;147;1322;5.69;51.14;43.17
04/06/2020;Burundi;63;1;33;1.59;52.38;46.03
04/06/2020;Bénin;261;3;151;1.15;57.85;41.00
04/06/2020;Brunéi Darussalam;141;2;138;1.42;97.87;0.71
04/06/2020;Saint Barthélemy;6;0;6;0.00;100.00;0.00
04/06/2020;Bolivie;12245;415;1658;3.39;13.54;83.07
04/06/2020;Bahamas;102;11;55;10.78;53.92;35.29
04/06/2020;Brésil;614941;34021;254963;5.53;41.46;53.01
04/06/2020;Bhoutan;47;0;9;0.00;19.15;80.85
04/06/2020;Bélarus;45981;253;21162;0.55;46.02;53.43
04/06/2020;Botswana;40;1;23;2.50;57.50;40.00
04/06/2020;Belize;18;2;16;11.11;88.89;0.00
04/06/2020;Canada;95269;7717;52184;8.10;54.78;37.12
04/06/2020;Rép. Dém. du Congo;3644;78;495;2.14;13.58;84.28
04/06/2020;République Centrafricaine;1288;4;23;0.31;1.79;97.90
04/06/2020;Congo (Brazzaville);611;20;179;3.27;29.30;67.43
04/06/2020;Suisse;30913;1921;28600;6.21;92.52;1.27
04/06/2020;Côte d'Ivoire;3262;35;1584;1.07;48.56;50.37
04/06/2020;Chili;118292;1356;21305;1.15;18.01;80.84
04/06/2020;Cameroun;6789;203;3705;2.99;54.57;42.44
04/06/2020;Chine;83027;4634;78328;5.58;94.34;0.08
04/06/2020;Colombie;33466;1099;12319;3.28;36.81;59.91
04/06/2020;Costa Rica;1194;10;687;0.84;57.54;41.62
04/06/2020;Cuba;2119;83;1839;3.92;86.79;9.30
04/06/2020;Chypre;958;17;790;1.77;82.46;15.76
04/06/2020;Cap-vert;502;5;239;1.00;47.61;51.39
04/06/2020;République Tchèque;9494;326;6809;3.43;71.72;24.85
04/06/2020;Allemagne;184472;8635;167909;4.68;91.02;4.30
04/06/2020;Djibouti;4054;26;1685;0.64;41.56;57.79
04/06/2020;Danemark;11824;582;10633;4.92;89.93;5.15
04/06/2020;Dominique;18;0;16;0.00;88.89;11.11
04/06/2020;République Dominicaine;18319;520;11474;2.84;62.63;34.53
04/06/2020;Algérie;9831;681;6297;6.93;64.05;29.02
04/06/2020;Équateur;40966;3486;20019;8.51;48.87;42.62
04/06/2020;Estonie;1890;69;1663;3.65;87.99;8.36
04/06/2020;Égypte;29767;1126;7756;3.78;26.06;70.16
04/06/2020;Sahara Occidental;9;1;6;11.11;66.67;22.22
04/06/2020;Érythrée;39;0;39;0.00;100.00;0.00
04/06/2020;Éthiopie;1636;18;250;1.10;15.28;83.62
04/06/2020;Espagne;240660;27133;150376;11.27;62.48;26.24
04/06/2020;Finlande;6911;322;5800;4.66;83.92;11.42
04/06/2020;Fidji;18;0;18;0.00;100.00;0.00
04/06/2020;Îles Féroé;187;0;187;0.00;100.00;0.00
04/06/2020;Gabon;2955;21;818;0.71;27.68;71.61
04/06/2020;France;189849;29065;69976;15.31;36.86;47.83
04/06/2020;Royaume-Uni;282906;39987;1066;14.13;0.38;85.49
04/06/2020;Grenade;23;0;18;0.00;78.26;21.74
04/06/2020;Guyane Française;556;1;296;0.18;53.24;46.58
04/06/2020;Géorgie;801;13;644;1.62;80.40;17.98
04/06/2020;Ghana;8885;38;3189;0.43;35.89;63.68
04/06/2020;Gambie;26;1;20;3.85;76.92;19.23
04/06/2020;Gibraltar;173;0;153;0.00;88.44;11.56
04/06/2020;Guinée;3991;23;2512;0.58;62.94;36.48
04/06/2020;Guinée Équatoriale;1306;12;200;0.92;15.31;83.77
04/06/2020;Guadeloupe;162;14;138;8.64;85.19;6.17
04/06/2020;Grèce;2952;180;1374;6.10;46.54;47.36
04/06/2020;Guatemala;6154;158;979;2.57;15.91;81.52
04/06/2020;Guyana;153;12;77;7.84;50.33;41.83
04/06/2020;Guinée-Bissau;1339;8;53;0.60;3.96;95.44
04/06/2020;Hong-Kong;1099;4;1042;0.36;94.81;4.82
04/06/2020;Honduras;5880;243;648;4.13;11.02;84.85
04/06/2020;Croatie;2247;103;2105;4.58;93.68;1.74
04/06/2020;Haïti;2640;50;24;1.89;0.91;97.20
04/06/2020;Hongrie;3954;539;2205;13.63;55.77;30.60
04/06/2020;Irlande;25142;1664;22698;6.62;90.28;3.10
04/06/2020;Indonésie;28818;1721;8892;5.97;30.86;63.17
04/06/2020;Israël;17495;291;15013;1.66;85.81;12.52
04/06/2020;Inde;226713;6363;108450;2.81;47.84;49.36
04/06/2020;Iraq;8840;271;4338;3.07;49.07;47.86
04/06/2020;Islande;1806;10;1794;0.55;99.34;0.11
04/06/2020;Iran;164270;8071;127485;4.91;77.61;17.48
04/06/2020;Italie;234013;33689;161895;14.40;69.18;16.42
04/06/2020;Jamaïque;591;10;368;1.69;62.27;36.04
04/06/2020;Jordanie;765;9;566;1.18;73.99;24.84
04/06/2020;Japon;16911;911;14785;5.39;87.43;7.18
04/06/2020;Kenya;2340;78;592;3.33;25.30;71.37
04/06/2020;Kirghizistan;1899;20;1292;1.05;68.04;30.91
04/06/2020;Cambodge;125;0;123;0.00;98.40;1.60
04/06/2020;Comores;132;2;55;1.52;41.67;56.82
04/06/2020;Saint-Kitts-et-Nevis;15;0;15;0.00;100.00;0.00
04/06/2020;Corée du Sud;11668;273;10506;2.34;90.04;7.62
04/06/2020;Kazakhstan;12067;52;6606;0.43;54.74;44.82
04/06/2020;Koweït;29921;236;17223;0.79;57.56;41.65
04/06/2020;Laos;19;0;18;0.00;94.74;5.26
04/06/2020;Liban;1306;28;731;2.14;55.97;41.88
04/06/2020;Sainte-Lucie;19;0;18;0.00;94.74;5.26
04/06/2020;Liechtenstein;82;1;55;1.22;67.07;31.71
04/06/2020;Sri Lanka;1797;11;839;0.61;46.69;52.70
04/06/2020;Libéria;321;28;175;8.72;54.52;36.76
04/06/2020;Lesotho;4;0;2;0.00;50.00;50.00
04/06/2020;Lituanie;1687;71;1273;4.21;75.46;20.33
04/06/2020;Lettonie;1082;25;760;2.31;70.24;27.45
04/06/2020;Luxembourg;4027;110;3874;2.73;96.20;1.07
04/06/2020;Libye;209;5;52;2.39;24.88;72.73
04/06/2020;Maroc;8003;208;7195;2.60;89.90;7.50
04/06/2020;Monaco;99;4;92;4.04;92.93;3.03
04/06/2020;Moldavie;9018;315;5009;3.49;55.54;40.96
